Ciclo 0000 | Temp: 10000.00 | Melhor Custo: 5030.0 | Tempo Decorrido: 0.0005s
Ciclo 0803 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4587s
Ciclo 0804 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4593s
Ciclo 0805 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4598s
Ciclo 0806 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4604s
Ciclo 0807 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4609s
Ciclo 0808 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4615s
Ciclo 0809 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4620s
Ciclo 0810 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4626s
Ciclo 0811 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4632s
Ciclo 0812 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4637s
Ciclo 0813 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4643s
Ciclo 0814 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4649s
Ciclo 0815 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4655s
Ciclo 0816 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4661s
Ciclo 0817 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4667s
Ciclo 0818 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4673s
Ciclo 0819 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4678s
Ciclo 0820 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4684s
Ciclo 0821 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4690s
Ciclo 0822 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4696s
Ciclo 0823 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4702s
Ciclo 0824 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4707s
Ciclo 0825 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4713s
Ciclo 0826 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4718s
Ciclo 0827 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4724s
Ciclo 0828 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4729s
Ciclo 0829 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4734s
Ciclo 0830 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4740s
Ciclo 0831 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4745s
Ciclo 0832 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4751s
Ciclo 0833 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4756s
Ciclo 0834 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4761s
Ciclo 0835 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4767s
Ciclo 0836 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4772s
Ciclo 0837 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4777s
Ciclo 0838 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4783s
Ciclo 0839 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4789s
Ciclo 0840 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4794s
Ciclo 0841 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4799s
Ciclo 0842 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4805s
Ciclo 0843 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4811s
Ciclo 0844 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4817s
Ciclo 0845 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4822s
Ciclo 0846 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4828s
Ciclo 0847 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4834s
Ciclo 0848 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4839s
Ciclo 0849 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4845s
Ciclo 0850 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4850s
Ciclo 0851 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4856s
Ciclo 0852 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4862s
Ciclo 0853 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4868s
Ciclo 0854 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4873s
Ciclo 0855 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4879s
Ciclo 0856 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4885s
Ciclo 0857 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4891s
Ciclo 0858 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4897s
Ciclo 0859 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4902s
Ciclo 0860 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4908s
Ciclo 0861 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4913s
Ciclo 0862 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4919s
Ciclo 0863 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4925s
Ciclo 0864 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4931s
Ciclo 0865 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4937s
Ciclo 0866 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4942s
Ciclo 0867 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4948s
Ciclo 0868 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4954s
Ciclo 0869 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4960s
Ciclo 0870 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4966s
Ciclo 0871 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4971s
Ciclo 0872 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4977s
Ciclo 0873 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4983s
Ciclo 0874 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4989s
Ciclo 0875 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4995s
Ciclo 0876 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5001s
Ciclo 0877 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5008s
Ciclo 0878 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5014s
Ciclo 0879 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5020s
Ciclo 0880 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5027s
Ciclo 0881 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5033s
Ciclo 0882 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5039s
Ciclo 0883 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5045s
Ciclo 0884 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5051s
Ciclo 0885 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5057s
Ciclo 0886 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5064s
Ciclo 0887 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5069s
Ciclo 0888 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5075s
Ciclo 0889 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5080s
Ciclo 0890 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5086s
Ciclo 0891 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5092s
Ciclo 0892 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5098s
Ciclo 0893 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5104s
Ciclo 0894 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5109s
Ciclo 0895 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5115s
Ciclo 0896 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5121s
Ciclo 0897 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5127s
Ciclo 0898 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5132s
Ciclo 0899 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5138s
Ciclo 0900 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5143s
Ciclo 0901 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5149s
Ciclo 0902 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5154s
Ciclo 0903 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5160s
Ciclo 0904 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5165s
Ciclo 0905 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5171s
Ciclo 0906 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5176s
Ciclo 0907 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5181s
Ciclo 0908 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5186s
Ciclo 0909 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5191s
Ciclo 0910 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5196s
Ciclo 0911 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5205s
Ciclo 0912 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5210s
Ciclo 0913 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5216s
Ciclo 0914 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5221s
Ciclo 0915 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5226s
Ciclo 0916 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5231s
Ciclo 0917 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5236s
Ciclo 0918 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5241s
Ciclo 0919 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5246s
Ciclo 0920 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5252s
Ciclo 0921 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5257s
Ciclo 0922 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5262s
Ciclo 0923 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5267s
Ciclo 0924 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5272s
Ciclo 0925 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5277s
Ciclo 0926 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5283s
Ciclo 0927 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5288s
Ciclo 0928 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5293s
Ciclo 0929 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5298s
Ciclo 0930 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5306s
Ciclo 0931 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5311s
Ciclo 0932 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5316s
Ciclo 0933 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5321s
Ciclo 0934 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5326s
Ciclo 0935 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5331s
Ciclo 0936 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5338s
Ciclo 0937 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5344s
Ciclo 0938 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5352s
Ciclo 0939 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5358s
Ciclo 0940 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5362s
Ciclo 0941 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5367s
Ciclo 0942 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5372s
Ciclo 0943 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5377s
Ciclo 0944 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5382s
Ciclo 0945 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5387s
Ciclo 0946 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5391s
Ciclo 0947 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5396s
Ciclo 0948 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5401s
Ciclo 0949 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5406s
Ciclo 0950 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5413s
Ciclo 0951 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5421s
Ciclo 0952 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5426s
Ciclo 0953 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5432s
Ciclo 0954 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5437s
Ciclo 0955 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5442s
Ciclo 0956 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5448s
Ciclo 0957 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5453s
Ciclo 0958 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5458s
Ciclo 0959 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5464s
Ciclo 0960 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5469s
Ciclo 0961 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5475s
Ciclo 0962 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5481s
Ciclo 0963 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5486s
Ciclo 0964 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5492s
Ciclo 0965 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5498s
Ciclo 0966 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5504s
Ciclo 0967 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5510s
Ciclo 0968 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5516s
Ciclo 0969 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5522s
Ciclo 0970 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5528s
Ciclo 0971 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5533s
Ciclo 0972 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5539s
Ciclo 0973 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5545s
Ciclo 0974 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5552s
Ciclo 0975 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5559s
Ciclo 0976 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5565s
Ciclo 0977 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5571s
Ciclo 0978 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5577s
Ciclo 0979 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5582s
Ciclo 0980 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5588s
Ciclo 0981 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5594s
Ciclo 0982 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5600s
Ciclo 0983 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5605s
Ciclo 0984 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5611s
Ciclo 0985 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5617s
Ciclo 0986 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5624s
Ciclo 0987 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5629s
Ciclo 0988 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5635s
Ciclo 0989 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5641s
Ciclo 0990 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5647s
Ciclo 0991 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5652s
Ciclo 0992 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5657s
Ciclo 0993 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5663s
Ciclo 0994 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5669s
Ciclo 0995 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5674s
Ciclo 0996 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5680s
Ciclo 0997 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5686s
Ciclo 0998 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5691s
Ciclo 0999 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5697s
Ciclo 1000 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5702s
Ciclo 1001 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5707s
Ciclo 1002 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5712s
Ciclo 1003 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5718s
Ciclo 1004 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5723s
Ciclo 1005 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5728s
Ciclo 1006 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5733s
Ciclo 1007 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5737s
Ciclo 1008 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5742s
Ciclo 1009 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5747s
Ciclo 1010 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5752s
Ciclo 1011 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5758s
Ciclo 1012 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5763s
Ciclo 1013 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5768s
Ciclo 1014 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5774s
Ciclo 1015 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5781s
Ciclo 1016 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5786s
Ciclo 1017 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5792s
Ciclo 1018 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5797s
Ciclo 1019 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5801s
Ciclo 1020 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5806s
Ciclo 1021 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5811s
Ciclo 1022 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5816s
Ciclo 1023 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5821s
Ciclo 1024 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5825s
Ciclo 1025 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5831s
Ciclo 1026 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5835s
Ciclo 1027 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5840s
Ciclo 1028 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5845s
Ciclo 1029 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5850s
Ciclo 1030 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5854s
Ciclo 1031 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5859s
Ciclo 1032 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5864s
Ciclo 1033 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5868s
Ciclo 1034 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5873s
Ciclo 1035 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5878s
Ciclo 1036 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5883s
Ciclo 1037 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5888s
Ciclo 1038 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5893s
Ciclo 1039 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5901s
Ciclo 1040 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5906s
Ciclo 1041 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5912s
Ciclo 1042 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5917s
Ciclo 1043 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5922s
Ciclo 1044 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5927s
Ciclo 1045 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5932s
Ciclo 1046 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5936s
Ciclo 1047 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5941s
Ciclo 1048 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5946s
Ciclo 1049 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5951s
Ciclo 1050 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5955s
Ciclo 1051 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5960s
Ciclo 1052 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5965s
Ciclo 1053 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5970s
Ciclo 1054 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5975s
Ciclo 1055 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5981s
Ciclo 1056 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5986s
Ciclo 1057 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5991s
Ciclo 1058 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.5996s
Ciclo 1059 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6000s
Ciclo 1060 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6005s
Ciclo 1061 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6010s
Ciclo 1062 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6015s
Ciclo 1063 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6020s
Ciclo 1064 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6025s
Ciclo 1065 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6030s
Ciclo 1066 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6034s
Ciclo 1067 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6039s
Ciclo 1068 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6044s
Ciclo 1069 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6049s
Ciclo 1070 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.6054s
